text,rating,label
grandchildren loved getting kindle fire birthday tons application learning application make hours fun whole family,5,2
batteries say bought gifts go along candles,5,2
great batteries excellent price pay free shipping prime doesnt get better,5,2
love kindle like use end day business trips annoying things amount advertising put version 35 christmas cant complain,4,2
far greatest tablet kids free time fantastic dont worry content child two year worry free warranty heard 2 thumbs,5,2
great price,4,2
tablet grt performance good camera long backup 2 year warranty make lifw easy parents,5,2
lightweight easy read easy page turning self adjusting read light great,5,2
mainly got bigger screen read news favorite news app refused open good amazon prime however returned fire tablet got ipad 2017 much happier,2,0
echo tap spectacular,5,2
works good name brand batteries fraction cost,5,2
great device needed something small read books device exactly looking,4,2
lots claims description lots good reviews dont know went wrong appears batteries really stinkin tv remote pair batteries lasted 2 weeks namebrand batteries replaced lasted several monthsin led flashlight pair batteries lasted exactly 2 uses light got dim 3 uses batteries totally dead im talking like less 10 minutes cumulative use previous batteries lasted dozens uses probably least 3 hours ontimei dont know got bad batch big bad batch 48 tricked wrong expectations either way back namebrand batteries,1,0
bought christmas gift 7yr old granddaughter easy use,5,2
performed like name branded aa alkaline battery,5,2
great 3 year old 5 year old stay entertained easy use,5,2
batteries last nearly long bunny copper brands use never waste time money using led flashlight,1,0
life battery varies individual battery disappointing maybe difference buying house brand buying name brandquality control,4,2
nice convenient wish came written directions could brighten screen,4,2
good value,5,2
although good value money personally found 7 fire hd good picture quality half amount ended better deal returned one,5,2
great birthday present son gets use absolutely necessary,5,2
great size storage reading online books,5,2
surprised easy use bought mother totally loves,5,2
gift individual thoroughly enjoys,4,2
amazon basics glad part basics love batteries get equal better performance might expect duracel energizer benefit pay less every single time walk past batteries store think amazon basics like vector despicable hear oh yeah,5,2
10 year storage life joke purchased 8 months ago went use already zero juice left double checked battery tester got zippo zero recommended,2,0
really nice tabletit runs great thin easy hold,5,2
bought tablet kid actually good,4,2
cant believe amazons name pieces dung short life ive migrated eneloop rechargeables aaa well aa big savers lot doodads,1,0
goto batteriessorry copper top used lights daughters wedding still going strong,5,2
using batteries xbox controller last long longer brands ive used past much better price name brands,5,2
great,5,2
good,5,2
2nd kindle bought gift easy operate fit purse eliminates carry around multiple traditional books,5,2
stepdaughter still learning navigate mostly spends time youtube awesome product,5,2
upgraded kindle kindle voyage read bed lamp kept husband awake thought would able use kindle without lamp hard read room completely dark even though back lighting adjustable still use kindle lamp tilted floor little light roomi bought magnetic case open lid kindle wakes little smaller old kindle fits purse perfectly love would highly recommend,5,2
far good,5,2
granddaughter likes tablet learning lotthe case durable glad case came pink,5,2
